0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
822,15.7,1,0.008734284,10,207.898,6,2004,2,1,1,3095.97,1270,16.75,0,0.032771033,8,192.3162,2,2007,1,1,1,2308.9944,2308.994399999984
1382,18.1,0,0.049016517,9,128.7336,9,1999,1,0,1,2173.1712,195,6.055,0,0.0,6,162.3578,6,2004,2,1,1,1604.578,1604.5779999999816
934,12.857645184135976,0,0.111554381,13,59.821999999999996,5,1985,1,2,3,1677.816,893,17.75,1,0.0,6,139.9838,7,2002,1,1,1,1966.7732,1966.7731999999842
764,15.7,1,0.030672457,13,253.1724,9,1999,1,0,1,5285.1204,1152,9.3,0,0.043209581,6,90.8172,2,2007,1,1,1,535.3032,535.3031999999819
880,9.195,1,0.07799564099999999,10,107.1596,1,1987,0,2,1,2804.3496,933,7.42,0,0.020423549,13,249.0092,9,1999,1,0,1,2988.1104,2988.1103999999823
366,12.857645184135976,0,0.08571527300000001,5,146.6076,5,1985,1,2,3,1773.6912,854,6.11,1,0.103129612,6,129.5968,7,2002,1,1,1,2348.9424,2348.942399999981
587,13.85,1,0.05643278400000001,2,234.93,7,2002,1,1,1,4660.6,228,6.92,0,0.038532062,4,60.5852,7,2002,1,1,1,1314.2892,1314.289199999981
1514,20.2,0,0.066200667,9,61.451,3,2009,1,2,2,126.50200000000001,533,11.1,0,0.044823438,13,174.2054,8,1997,2,0,1,1926.1594,1926.159399999983
413,12.857645184135976,1,0.24554262699999999,12,172.2764,4,1985,2,0,0,171.7764,1283,15.7,0,0.160529322,9,59.2562,1,1987,0,2,1,296.281,296.2809999999829
696,13.65,1,0.012751700000000001,13,55.5588,8,1997,2,0,1,1603.2464,198,16.0,0,0.060971431,15,226.2404,7,2002,1,1,1,4725.8484,4725.848399999984
776,15.0,1,0.07794933400000001,10,238.7248,1,1987,0,2,1,2133.2232,1434,12.857645184135976,0,0.174336148,8,184.0608,5,1985,1,2,3,6431.628000000001,6431.627999999984
1293,10.695,0,0.06402288099999999,9,36.0848,3,2009,1,2,2,372.848,71,16.2,0,0.033447756,14,73.9696,7,2002,1,1,1,894.8352,894.8351999999835
312,12.857645184135976,1,0.182407266,4,109.15700000000001,5,1985,1,2,3,1867.569,998,10.8,0,0.0824812,4,191.6504,1,1987,0,2,1,2492.7552,2492.7551999999823
479,14.0,1,0.136328794,5,54.864,3,2009,1,2,2,319.584,467,12.3,0,0.036997103999999996,13,115.9834,9,1999,1,0,1,2073.3012,2073.3011999999826
222,6.655,0,0.016958832,6,210.0586,8,1997,2,0,1,4221.1720000000005,837,12.857645184135976,1,0.018472713999999998,13,109.9544,5,1985,1,2,3,5257.1568,5257.1567999999825
163,16.5,1,0.068125756,3,101.199,8,1997,2,0,1,1031.99,1518,11.1,0,0.033176087,9,120.1124,7,2002,1,1,1,1896.1984,1896.1983999999823
1043,9.6,1,0.02734361,13,257.8304,8,1997,2,0,1,1808.3128,417,12.857645184135976,0,0.039631495,5,31.9558,5,1985,1,2,3,984.7182,984.7181999999826
1155,6.55,1,0.034658144,1,155.8288,9,1999,1,0,1,1099.9016,679,13.15,0,0.022795611,6,160.192,8,1997,2,0,1,1597.92,1597.9199999999832
725,16.25,0,0.0,3,89.8804,2,2007,1,1,1,1102.5648,185,8.05,1,0.164542555,4,112.2518,1,1987,0,2,1,1707.777,1707.7769999999814
1063,15.25,1,0.065841719,13,179.86599999999999,1,1987,0,2,1,2696.49,1152,9.3,0,0.04303334599999999,6,89.4172,9,1999,1,0,1,1159.8236,1159.823599999982
191,9.695,1,0.029158762999999997,3,174.537,6,2004,2,1,1,1235.059,266,17.7,0,0.1164455,13,182.8266,1,1987,0,2,1,5163.9448,5163.944799999983
287,12.857645184135976,0,0.063649582,5,74.7696,4,1985,2,0,0,74.5696,420,8.1,0,0.128760294,6,213.7902,2,2007,1,1,1,5946.9256,5946.925599999982
1118,16.0,0,0.05706009,4,225.0404,8,1997,2,0,1,4950.8888,1354,7.68,0,0.152429537,8,85.5224,1,1987,0,2,1,1278.336,1278.3359999999811
739,15.85,0,0.11566015,1,218.3166,0,1998,1,2,0,435.4332,905,16.75,0,0.0,1,88.7856,7,2002,1,1,1,966.7416,966.7415999999835
450,12.857645184135976,0,0.075691713,6,98.241,5,1985,1,2,3,2220.4429999999998,664,19.35,0,0.026329988999999998,6,169.2474,2,2007,1,1,1,3705.8428,3705.8427999999844
1379,18.85,0,0.167844438,9,193.9136,9,1999,1,0,1,3110.6176,820,5.405,1,0.053611144000000006,3,197.7742,6,2004,2,1,1,796.2968,796.2967999999813
926,6.215,1,0.049722335,0,224.5062,7,2002,1,1,1,4514.124,1515,14.35,0,0.017135155,8,109.8228,2,2007,1,1,1,1657.842,1657.8419999999835
310,12.857645184135976,0,0.14095631,3,167.7132,5,1985,1,2,3,3889.6036,658,14.15,0,0.035016754,13,245.3828,3,2009,1,2,2,1705.7796,1705.779599999984
1499,11.8,0,0.058827557,8,80.8618,9,1999,1,0,1,1288.9888,1313,12.857645184135976,0,0.12929931,9,178.237,5,1985,1,2,3,7939.665,7939.664999999983
503,7.325,0,0.093765794,6,90.3146,3,2009,1,2,2,1733.0774,235,9.3,0,0.028516696,0,194.6136,6,2004,2,1,1,3110.6176,3110.617599999982
114,10.5,0,0.048092816,7,159.2946,9,1999,1,0,1,1893.5352,1258,6.055,0,0.025408702000000002,6,160.892,8,1997,2,0,1,2396.88,2396.879999999982
779,15.7,1,0.018968743,6,61.9536,7,2002,1,1,1,1225.072,575,18.5,0,0.02586664,10,88.9172,3,2009,1,2,2,1695.1268,1695.126799999984
1082,12.857645184135976,0,0.024032484,6,124.973,5,1985,1,2,3,2463.46,382,12.15,0,0.131445848,5,246.84599999999998,7,2002,1,1,1,6404.996,6404.995999999983
1104,13.0,1,0.070444232,13,63.4484,7,2002,1,1,1,1043.9744,192,17.75,1,0.156701315,4,240.7538,1,1987,0,2,1,4566.7222,4566.722199999984
695,13.5,1,0.125469442,13,264.491,9,1999,1,0,1,6574.775,503,12.857645184135976,0,0.092933158,6,91.0146,5,1985,1,2,3,3466.1548,3466.1547999999825
99,6.865,0,0.01405025,14,128.9652,3,2009,1,2,2,1679.1476,1224,12.857645184135976,0,0.0,0,144.847,4,1985,2,0,0,143.14700000000002,143.14699999998285
751,7.785,0,0.139436695,4,103.0306,1,1987,0,2,1,2404.2038,142,9.395,1,0.109096371,14,44.6112,8,1997,2,0,1,511.3344,511.33439999998217
702,17.7,1,0.016593506,6,46.9034,6,2004,2,1,1,972.068,968,12.857645184135976,0,0.179484411,4,228.9352,4,1985,2,0,0,916.1408,916.1407999999832
1330,20.2,0,0.124261614,9,93.6462,0,1998,1,2,0,277.6386,1247,8.935,0,0.040410039,5,52.9298,2,2007,1,1,1,539.298,539.2979999999817
394,7.855,0,0.011261165,3,189.5188,8,1997,2,0,1,1904.1879999999999,1325,12.3,0,0.052608525,9,191.253,7,2002,1,1,1,2656.542,2656.5419999999826
712,6.36,0,0.120520818,6,45.906000000000006,6,2004,2,1,1,419.454,463,12.857645184135976,1,0.043690499,5,60.2194,5,1985,1,2,3,1733.7432,1733.7431999999826
847,17.0,1,0.015965308,13,229.4352,8,1997,2,0,1,4809.7392,1017,19.2,1,0.142189843,3,153.8314,0,1998,1,2,0,155.1314,155.13139999998376
1015,5.78,0,0.09638622699999999,1,163.5552,8,1997,2,0,1,1787.0072,359,17.5,0,0.026912667,5,261.291,9,1999,1,0,1,3418.883,3418.8829999999843
672,11.5,0,0.073029341,6,187.953,7,2002,1,1,1,2656.542,1320,17.35,0,0.280164929,9,177.5712,0,1998,1,2,0,527.3136,527.3135999999835
961,12.857645184135976,1,0.043443752999999995,6,158.1946,5,1985,1,2,3,6942.9624,156,9.3,0,0.016054884,4,250.2092,7,2002,1,1,1,5976.2208,5976.220799999983
321,18.2,0,0.049520592999999995,6,147.3734,3,2009,1,2,2,2375.5744,63,12.1,0,0.019314961000000002,4,164.6526,0,1998,1,2,0,657.8104,657.8103999999822
574,18.25,0,0.079152918,5,223.8062,1,1987,0,2,1,4288.4178,784,11.1,0,0.010663188999999998,3,82.3908,7,2002,1,1,1,1342.2528,1342.2527999999822
1075,12.6,0,0.048741487,1,60.4194,1,1987,0,2,1,990.7104,823,7.075,0,0.03777249,5,98.0068,0,1998,1,2,0,291.6204,291.6203999999807
237,8.575,1,0.071958197,4,195.3794,9,1999,1,0,1,3511.4292,1238,15.35,1,0.113195815,6,190.8504,6,2004,2,1,1,3643.2576,3643.2575999999835
853,18.2,0,0.162147349,6,37.719,3,2009,1,2,2,549.285,93,11.8,0,0.113307794,14,187.0924,6,2004,2,1,1,1850.924,1850.923999999983
588,8.115,1,0.05382735,3,155.2972,0,1998,1,2,0,311.5944,95,10.1,0,0.046584552,7,61.2878,8,1997,2,0,1,1272.3438,1272.3437999999824
761,12.65,0,0.069565759,10,52.4324,7,2002,1,1,1,571.2564,532,17.75,0,0.07339676099999999,12,35.1216,6,2004,2,1,1,830.9184,830.9183999999836
410,12.857645184135976,0,0.056019324,5,40.0454,5,1985,1,2,3,419.454,1530,12.857645184135976,0,0.01561108,9,182.5976,5,1985,1,2,3,5070.7328,5070.732799999983
68,8.775,0,0.10991127199999999,4,41.9428,8,1997,2,0,1,1537.9979999999998,47,7.27,0,0.071222087,14,113.5518,7,2002,1,1,1,569.259,569.2589999999816
925,5.94,1,0.029366813,1,187.7556,6,2004,2,1,1,3755.112,537,10.5,0,0.071548187,5,120.2098,3,2009,1,2,2,602.549,602.5489999999822
1006,18.85,0,0.055347985,0,131.5284,6,2004,2,1,1,1581.9408,1394,12.65,0,0.047197935999999996,11,114.1202,1,1987,0,2,1,3488.1262,3488.1261999999824
1176,9.8,1,0.0,0,49.2008,1,1987,0,2,1,657.8104,1160,11.5,1,0.04224015,5,194.982,2,2007,1,1,1,3089.312,3089.311999999983
902,12.65,1,0.156926608,6,238.3538,2,2007,1,1,1,5528.1374,1381,9.695,0,0.11458392199999999,8,156.4604,2,2007,1,1,1,2535.3664,2535.366399999982
1439,20.7,0,0.039405676,9,149.8366,3,2009,1,2,2,2267.049,832,9.3,1,0.033437991,10,153.2314,8,1997,2,0,1,2326.971,2326.9709999999823
69,14.65,0,0.17017651600000003,7,55.2614,1,1987,0,2,1,718.3982,704,11.6,1,0.009761175,13,226.9404,6,2004,2,1,1,1800.3232,1800.3231999999832
157,12.857645184135976,0,0.033777628999999997,5,222.8456,5,1985,1,2,3,7073.4592,1247,8.935,0,0.04026424,5,52.6298,7,2002,1,1,1,808.947,808.9469999999816
953,15.85,0,0.057546914000000005,13,55.8956,3,2009,1,2,2,491.3604,441,19.35,0,0.033275634,10,173.8738,2,2007,1,1,1,2432.8332,2432.8331999999846
353,17.25,1,0.16009590099999998,6,61.5194,2,2007,1,1,1,1052.6298,1070,8.985,1,0.057944376,5,131.531,7,2002,1,1,1,1428.141,1428.1409999999821
176,16.0,1,0.09983272800000001,5,87.4856,2,2007,1,1,1,263.6568,593,12.857645184135976,0,0.036213953,13,92.5488,5,1985,1,2,3,2625.9152,2625.9151999999826
175,6.32,0,0.012717946,10,40.2822,8,1997,2,0,1,628.5152,317,10.5,1,0.066315023,15,78.296,7,2002,1,1,1,2157.192,2157.1919999999823
1277,6.525,0,0.09027863400000001,9,86.7882,6,2004,2,1,1,1975.4286,1231,17.6,1,0.065649353,13,94.84100000000001,0,1998,1,2,0,193.082,193.0819999999832
1241,6.695,0,0.0,15,191.882,1,1987,0,2,1,3861.64,1479,7.935,0,0.031866022,9,261.291,3,2009,1,2,2,2892.901,2892.9009999999817
1034,14.85,1,0.009958940999999999,13,157.963,7,2002,1,1,1,2816.3340000000003,1326,15.3,0,0.0,9,103.5332,6,2004,2,1,1,3383.5956,3383.5955999999833
719,17.1,0,0.032678839,5,150.7392,9,1999,1,0,1,3131.9232,193,12.857645184135976,1,0.06292013,4,88.9856,5,1985,1,2,3,3515.4240000000004,3515.423999999983
290,10.3,1,0.0,6,115.0176,1,1987,0,2,1,4122.6336,1411,13.1,0,0.012148836000000001,11,191.35299999999998,3,2009,1,2,2,1328.271,1328.2709999999834
715,19.7,0,0.077849003,0,179.166,1,1987,0,2,1,3056.022,812,16.0,1,0.029377239,10,46.1718,0,1998,1,2,0,94.5436,94.54359999998262
1044,10.695,1,0.011443222,13,73.5038,9,1999,1,0,1,1478.076,877,9.1,0,0.291438755,0,126.8362,0,1998,1,2,0,125.8362,125.8361999999813
1542,7.285,0,0.031214809,9,177.1054,7,2002,1,1,1,2626.5809999999997,279,13.3,0,0.079739853,4,233.03,1,1987,0,2,1,5359.69,5359.689999999982
1403,17.7,0,0.051146565,9,127.3678,3,2009,1,2,2,3306.3628,535,8.645,0,0.021619563999999997,3,50.6982,9,1999,1,0,1,736.3748,736.374799999982
234,18.25,0,0.015302653000000001,13,198.0084,9,1999,1,0,1,793.6336,21,6.135,0,0.07913221200000001,14,112.686,7,2002,1,1,1,2942.836,2942.835999999981
903,5.175,1,0.04937018,13,106.7622,0,1998,1,2,0,211.7244,151,13.35,1,0.149598628,13,179.46599999999998,9,1999,1,0,1,3775.086,3775.085999999983
1036,5.635,0,0.0,0,148.705,9,1999,1,0,1,1198.44,505,7.64,1,0.070645636,13,91.212,1,1987,0,2,1,466.06,466.05999999998124
307,6.035,0,0.23643360100000002,13,155.5998,0,1998,1,2,0,153.7998,797,14.0,1,0.06037677599999999,5,154.5656,1,1987,0,2,1,2471.4496,2471.449599999983
804,14.8,0,0.081372267,10,191.4846,3,2009,1,2,2,3057.3536,712,12.857645184135976,0,0.11995987300000001,6,45.506,5,1985,1,2,3,885.5139999999999,885.5139999999826
312,18.25,1,0.18329488,4,111.65700000000001,8,1997,2,0,1,1537.9979999999998,297,12.85,0,0.10810260599999999,6,233.3642,1,1987,0,2,1,3950.1914,3950.1913999999833
604,16.1,1,0.06358934,4,179.4318,3,2009,1,2,2,360.8636,1447,17.75,0,0.030568919,11,177.86599999999999,7,2002,1,1,1,2336.958,2336.957999999984
1018,16.75,0,0.060792265,4,170.4106,3,2009,1,2,2,513.3318,758,10.395,1,0.091688111,0,49.0008,2,2007,1,1,1,860.2136,860.2135999999821
324,17.7,1,0.0,15,184.3924,8,1997,2,0,1,4257.1252,211,16.7,1,0.052401765999999995,5,115.1176,6,2004,2,1,1,1488.7288,1488.728799999984
1508,8.88,0,0.098775709,9,208.92700000000002,9,1999,1,0,1,7130.718000000001,62,7.81,0,0.067730081,14,242.6486,3,2009,1,2,2,2199.1374,2199.1373999999823
853,18.2,0,0.270300331,6,38.319,0,1998,1,2,0,109.85700000000001,572,7.96,0,0.028339599,3,162.4894,1,1987,0,2,1,1779.6834,1779.6833999999815
311,11.15,0,0.119852889,4,44.9744,1,1987,0,2,1,498.0184,1003,15.6,1,0.035561344,13,112.1518,9,1999,1,0,1,1821.6288,1821.6287999999838
731,20.0,0,0.034563936,0,45.3086,2,2007,1,1,1,490.6946,446,19.25,1,0.034841089,3,141.1496,3,2009,1,2,2,282.2992,282.29919999998447
1479,7.935,0,0.031710329,9,263.091,1,1987,0,2,1,5522.811,867,14.3,0,0.13039045800000001,0,77.2328,6,2004,2,1,1,231.6984,231.69839999998294
1158,20.1,0,0.074778547,4,110.7228,7,2002,1,1,1,1657.842,920,17.25,0,0.107021498,5,40.5822,6,2004,2,1,1,785.6439999999999,785.6439999999834
814,13.65,1,0.013035608999999998,6,114.7834,6,2004,2,1,1,3455.502,920,17.25,0,0.0,5,40.8822,3,2009,1,2,2,628.5152,628.5151999999836
613,6.635,1,0.046277955999999995,5,36.7506,3,2009,1,2,2,75.9012,990,19.2,1,0.09444959,5,187.8214,2,2007,1,1,1,4710.535,4710.5349999999835
574,18.25,0,0.07937949999999999,5,226.1062,7,2002,1,1,1,6771.186,391,14.5,1,0.059160135,6,170.7448,2,2007,1,1,1,2045.3376,2045.3375999999837
1421,11.15,0,0.073783159,11,66.0142,2,2007,1,1,1,988.7130000000001,446,12.857645184135976,1,0.034531702000000004,3,142.2496,5,1985,1,2,3,2399.5432,2399.5431999999832
1430,19.5,0,0.01572192,9,185.6608,6,2004,2,1,1,918.804,1458,12.857645184135976,0,0.050901814000000004,9,120.5414,4,1985,2,0,0,365.5242,365.52419999998284
169,6.48,0,0.033952603,13,148.2076,9,1999,1,0,1,3399.5748,166,12.857645184135976,1,0.047570401,5,125.7362,5,1985,1,2,3,3020.0688,3020.068799999983
199,11.15,1,0.10522002400000001,0,102.7648,1,1987,0,2,1,1142.5128,1050,17.35,0,0.014689006000000001,5,74.5038,6,2004,2,1,1,739.038,739.0379999999836
950,5.985,0,0.09571560800000001,5,125.8678,1,1987,0,2,1,3560.6984,149,7.55,1,0.03107068,6,122.4072,3,2009,1,2,2,857.5504,857.5503999999817
1422,7.27,0,0.046822808,8,99.3384,2,2007,1,1,1,2759.0752,43,12.857645184135976,0,0.049754975,4,152.134,4,1985,2,0,0,153.134,153.13399999998293
845,6.78,1,0.0,6,227.5694,9,1999,1,0,1,3653.9104,1528,7.5,0,0.0,9,59.2588,9,1999,1,0,1,916.1408,916.1407999999817
620,9.195,1,0.04731256,5,50.7666,3,2009,1,2,2,512.6659999999999,1401,14.5,0,0.01950565,11,163.921,9,1999,1,0,1,2446.815,2446.8149999999837
113,19.5,1,0.077108099,14,232.8958,1,1987,0,2,1,5608.6992,1474,9.105,0,0.038559926,9,33.89,7,2002,1,1,1,99.87,99.8699999999816
815,6.59,0,0.10602747400000001,6,83.9908,3,2009,1,2,2,1426.1436,1360,19.75,0,0.01438222,9,102.2332,2,2007,1,1,1,3075.9959999999996,3075.995999999984
434,7.51,0,0.01742908,6,229.601,8,1997,2,0,1,6201.927,355,18.5,0,0.052025392000000004,13,118.4124,1,1987,0,2,1,2370.248,2370.2479999999837
1454,12.857645184135976,0,0.073229342,9,254.1014,4,1985,2,0,0,255.0014,130,7.85,0,0.163902159,7,143.3444,2,2007,1,1,1,1596.5884,1596.5883999999821
402,12.857645184135976,0,0.157257637,5,215.0192,4,1985,2,0,0,1078.596,965,13.65,0,0.0,1,229.4668,9,1999,1,0,1,4837.7028,4837.702799999983
1247,12.857645184135976,0,0.039988162,5,55.7298,5,1985,1,2,3,1024.6662,147,18.5,1,0.0,4,144.2102,6,2004,2,1,1,2041.3428,2041.3427999999842
1208,12.5,0,0.081119484,10,220.0798,6,2004,2,1,1,1322.2788,204,7.72,0,0.052086085,6,76.8986,7,2002,1,1,1,467.3916,467.39159999998145
1415,17.0,0,0.052421981,8,123.773,3,2009,1,2,2,1231.73,616,5.78,1,0.07426435599999999,13,264.7568,9,1999,1,0,1,4745.8224,4745.822399999983
1392,12.857645184135976,0,0.070791391,8,46.4086,5,1985,1,2,3,2007.3870000000002,1014,6.61,1,0.0,13,186.4898,7,2002,1,1,1,2993.4368,2993.4367999999818
761,12.65,0,0.069817659,10,53.5324,2,2007,1,1,1,830.9184,352,10.895,0,0.026934673,5,106.12799999999999,7,2002,1,1,1,319.584,319.5839999999823
1221,12.5,1,0.10997157800000001,6,82.7592,6,2004,2,1,1,577.9144,564,6.65,0,0.053591345,3,149.7734,2,2007,1,1,1,2375.5744,2375.574399999982
969,18.7,1,0.09195097199999999,10,184.2292,3,2009,1,2,2,1277.0044,159,6.78,0,0.06656564400000001,6,185.324,1,1987,0,2,1,3914.9040000000005,3914.903999999982
1254,11.0,1,0.133145617,3,218.4798,8,1997,2,0,1,2203.798,663,12.6,1,0.06264811099999999,5,104.899,1,1987,0,2,1,1960.781,1960.7809999999824
1534,12.857645184135976,0,0.046609280999999995,9,248.6776,4,1985,2,0,0,495.3552,1009,20.2,1,0.096495426,10,175.6028,6,2004,2,1,1,3364.9532,3364.9531999999845
1022,7.35,0,0.028652919,6,40.5454,7,2002,1,1,1,545.2902,77,7.97,0,0.057667172999999995,14,172.1422,0,1998,1,2,0,517.3266,517.3265999999813
201,10.895,0,0.136696892,4,264.5568,1,1987,0,2,1,5536.7928,1384,12.35,0,0.041729735,8,36.3216,6,2004,2,1,1,276.9728,276.9727999999823
1206,17.2,1,0.012002075,3,165.3184,1,1987,0,2,1,990.7104,1443,12.857645184135976,0,0.0,8,64.2168,5,1985,1,2,3,1278.336,1278.3359999999827
371,15.5,1,0.025513973,0,83.7934,2,2007,1,1,1,1474.0812,737,19.75,0,0.033883448,13,213.2902,6,2004,2,1,1,4247.804,4247.803999999984
110,7.905,0,0.06419430400000001,7,229.4694,7,2002,1,1,1,2055.3246,526,11.8,1,0.09365572800000001,13,127.1704,8,1997,2,0,1,3004.0896,3004.0895999999825
23,9.8,0,0.013920031999999999,14,45.006,2,2007,1,1,1,792.302,1486,8.6,0,0.069403341,9,91.2146,6,2004,2,1,1,2554.0088,2554.0087999999814
455,11.6,1,0.079251097,5,79.2276,3,2009,1,2,2,649.8208,633,12.857645184135976,1,0.060371962,2,174.0712,5,1985,1,2,3,3866.9664,3866.966399999983
586,12.857645184135976,1,0.121043709,0,59.422,5,1985,1,2,3,1078.596,1091,12.857645184135976,1,0.042949109000000006,6,199.5742,5,1985,1,2,3,3981.4840000000004,3981.4839999999836
1075,12.857645184135976,0,0.048545853,1,60.1194,5,1985,1,2,3,1114.5492,1408,12.857645184135976,0,0.09147267,11,184.6608,5,1985,1,2,3,2756.4120000000003,2756.4119999999834
1304,5.825,0,0.091467933,9,159.7894,6,2004,2,1,1,1294.3152,975,4.785,0,0.09297084,1,122.0098,3,2009,1,2,2,2048.6666,2048.666599999981
375,16.35,0,0.0,6,196.3426,3,2009,1,2,2,1384.1982,609,20.35,0,0.054056927000000005,13,116.8466,8,1997,2,0,1,2356.9320000000002,2356.931999999985
85,14.7,0,0.020916223,7,141.8128,6,2004,2,1,1,1869.5664,783,12.857645184135976,0,0.03523927,0,231.601,5,1985,1,2,3,5972.226,5972.225999999982
0,11.6,0,0.0,14,141.9154,6,2004,2,1,1,992.7078,750,12.857645184135976,0,0.02110482,3,217.0824,5,1985,1,2,3,6769.8544,6769.854399999984
1153,16.75,0,0.104768536,13,155.16299999999998,1,1987,0,2,1,2972.797,1059,12.857645184135976,0,0.032381325,10,166.1842,5,1985,1,2,3,5470.8786,5470.878599999984
848,12.5,0,0.020680498999999998,1,197.2742,1,1987,0,2,1,2587.9646,957,7.0,0,0.0,3,105.62799999999999,9,1999,1,0,1,1384.864,1384.8639999999816
544,12.6,1,0.123727659,4,253.0356,0,1998,1,2,0,254.3356,1369,12.857645184135976,0,0.0,8,125.17299999999999,5,1985,1,2,3,3572.0170000000003,3572.0169999999835
1355,12.35,0,0.16380550900000002,9,117.6124,1,1987,0,2,1,3910.9092,631,12.857645184135976,1,0.041754584,13,53.464,5,1985,1,2,3,1597.92,1597.9199999999828
682,13.35,0,0.065082452,0,93.0804,7,2002,1,1,1,2113.2492,1259,12.857645184135976,0,0.025612347999999997,6,168.2474,5,1985,1,2,3,3200.5006,3200.500599999983
1262,12.857645184135976,1,0.18212836300000002,0,165.65,4,1985,2,0,0,665.8,382,12.15,0,0.13117981199999998,5,245.24599999999998,8,1997,2,0,1,3202.498,3202.497999999983
232,12.857645184135976,1,0.01871404,6,223.4772,5,1985,1,2,3,7116.0704,543,12.5,0,0.112681821,3,119.14399999999999,3,2009,1,2,2,3235.788,3235.7879999999823
139,12.857645184135976,0,0.159096908,7,129.3336,4,1985,2,0,0,127.8336,2,12.857645184135976,1,0.223985293,14,186.2924,4,1985,2,0,0,555.2772,555.2771999999832
1262,6.63,1,0.103935018,0,166.85,1,1987,0,2,1,5326.4,422,12.8,0,0.069560905,15,263.0252,1,1987,0,2,1,2885.5772,2885.5771999999833
1014,6.61,1,0.029129907000000003,13,188.4898,3,2009,1,2,2,4677.245,1307,12.857645184135976,0,0.162856593,9,54.5956,4,1985,2,0,0,218.3824,218.38239999998254
584,19.6,1,0.128011859,13,166.8816,6,2004,2,1,1,1845.5976,1111,12.857645184135976,1,0.021863506,6,247.0092,5,1985,1,2,3,5478.2024,5478.202399999984
1197,13.6,1,0.11985054099999999,4,234.53,2,2007,1,1,1,6524.84,188,12.857645184135976,0,0.008722342,6,123.5414,5,1985,1,2,3,4508.1318,4508.131799999983
498,12.857645184135976,0,0.073985248,13,252.5724,5,1985,1,2,3,3271.7412,70,18.7,0,0.014622625,14,52.0324,7,2002,1,1,1,1090.5804,1090.580399999984
581,19.25,1,0.027233781000000002,10,197.511,2,2007,1,1,1,982.055,586,15.85,1,0.121632721,0,60.622,8,1997,2,0,1,2576.646,2576.645999999984
12,12.857645184135976,0,0.079440262,14,86.7882,4,1985,2,0,0,85.8882,194,12.857645184135976,0,0.145669556,5,247.2776,4,1985,2,0,0,743.0328,743.0327999999832
1016,20.0,1,0.060022526,0,168.7132,7,2002,1,1,1,6426.3016,436,21.0,0,0.049295686,13,194.4478,6,2004,2,1,1,968.7389999999999,968.738999999985
750,12.857645184135976,0,0.02110482,3,217.0824,5,1985,1,2,3,6769.8544,1388,12.857645184135976,0,0.113212516,11,254.604,4,1985,2,0,0,759.012,759.0119999999832
729,20.75,0,0.18195852399999998,13,161.0578,0,1998,1,2,0,481.3734,1146,9.695,1,0.12848269,0,223.9404,9,1999,1,0,1,4950.8888,4950.888799999982
780,7.235,0,0.058222587,13,114.8834,9,1999,1,0,1,3340.3186,346,12.1,0,0.0,6,177.3002,6,2004,2,1,1,3044.7034,3044.7033999999826
1539,12.857645184135976,0,0.054723717000000005,8,36.6874,5,1985,1,2,3,1058.622,745,19.85,0,0.045669235999999995,6,126.402,8,1997,2,0,1,1012.0160000000001,1012.015999999985
159,6.78,0,0.066724663,6,187.72400000000002,9,1999,1,0,1,1491.392,1032,20.2,1,0.059751637999999996,6,129.1678,1,1987,0,2,1,1017.3424,1017.3423999999842
366,7.3,0,0.144167934,5,146.3076,0,1998,1,2,0,886.8456,557,5.46,1,0.032359413,3,187.424,2,2007,1,1,1,3169.208,3169.2079999999814
1325,12.3,0,0.052458358,9,188.753,1,1987,0,2,1,3795.06,832,9.3,1,0.033431669,10,153.1314,6,2004,2,1,1,4653.942,4653.941999999983
856,16.85,0,0.139985583,13,145.276,3,2009,1,2,2,2490.092,335,8.905,0,0.143712172,5,60.2878,3,2009,1,2,2,1151.1682,1151.1681999999819
747,14.65,1,0.09928629800000001,13,49.8666,9,1999,1,0,1,563.9326,639,11.65,1,0.058822142,0,173.5422,9,1999,1,0,1,3448.844,3448.8439999999828
608,15.6,0,0.037680711,13,123.7704,6,2004,2,1,1,3129.26,832,9.3,1,0.033489978999999996,10,156.6314,9,1999,1,0,1,1241.0512,1241.0511999999826
1320,17.35,0,0.16806490899999998,9,176.2712,3,2009,1,2,2,1230.3984,10,8.26,1,0.032573725,14,125.073,3,2009,1,2,2,985.3839999999999,985.3839999999817
280,16.0,0,0.090111173,4,141.3154,9,1999,1,0,1,3261.7542,1352,18.7,0,0.046088273,8,153.6682,8,1997,2,0,1,3506.7686,3506.7685999999844
265,17.0,0,0.136286138,6,170.9106,3,2009,1,2,2,1197.7742,1040,16.1,1,0.160379061,5,33.6558,3,2009,1,2,2,203.7348,203.73479999998332
494,11.5,1,0.125857678,5,100.5358,7,2002,1,1,1,2111.2518,1373,11.6,0,0.037639672,8,98.4042,9,1999,1,0,1,1388.8588,1388.8587999999827
782,5.695,1,0.067700925,1,256.5988,8,1997,2,0,1,2055.9904,1115,13.15,0,0.020757926,1,84.3566,7,2002,1,1,1,761.0094,761.0093999999827
127,15.2,0,0.112896669,14,36.0848,8,1997,2,0,1,1193.1136,762,4.555,1,0.034357169,5,112.6544,8,1997,2,0,1,2684.5056,2684.505599999981
877,9.1,0,0.173973652,0,126.5362,1,1987,0,2,1,1761.7068,622,11.15,1,0.086281593,13,170.579,3,2009,1,2,2,1358.2320000000002,1358.231999999983
